,year,plant_code,plant_name,capacity,op_capacity,net_capacity,city,state,latitude,longitude
826,1999,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
827,2000,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
828,2001,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
829,2002,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
830,2003,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
831,2004,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
832,2005,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
833,2006,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
834,2007,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
835,2008,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
836,2009,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
837,2010,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
838,2011,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
839,2012,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
840,2013,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
841,2014,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
842,2015,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
843,2016,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
844,2017,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
845,2018,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
846,2019,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
847,2020,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
848,2021,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
849,2022,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
850,2023,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
851,2024,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
852,2025,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
853,2026,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
854,2027,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
855,2028,2589,Nine Mile Point Nuclear Station,0.0,1901.1,1901.1,Lycoming,NY,43.5211,-76.41
856,1968,3166,Peach Bottom,0.0,0.0,0.0,Delta,PA,39.758936,-76.268742
857,1969,3166,Peach Bottom,0.0,0.0,0.0,Delta,PA,39.758936,-76.268742
858,1970,3166,Peach Bottom,0.0,0.0,0.0,Delta,PA,39.758936,-76.268742
859,1971,3166,Peach Bottom,0.0,0.0,0.0,Delta,PA,39.758936,-76.268742
860,1972,3166,Peach Bottom,0.0,0.0,0.0,Delta,PA,39.758936,-76.268742
861,1973,3166,Peach Bottom,0.0,0.0,0.0,Delta,PA,39.758936,-76.268742
862,1974,3166,Peach Bottom,1499.4,1499.4,1499.4,Delta,PA,39.758936,-76.268742
863,1974,3166,Peach Bottom,1377.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
864,1975,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
865,1976,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
866,1977,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
867,1978,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
868,1979,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
869,1980,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
870,1981,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
871,1982,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
872,1983,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
873,1984,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
874,1985,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
875,1986,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
876,1987,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
877,1988,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
878,1989,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
879,1990,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
880,1991,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
881,1992,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
882,1993,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
883,1994,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
884,1995,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
885,1996,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
886,1997,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
887,1998,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
888,1999,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
889,2000,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
890,2001,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
891,2002,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
892,2003,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
893,2004,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
894,2005,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
895,2006,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
896,2007,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
897,2008,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
898,2009,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
899,2010,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
900,2011,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
901,2012,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
902,2013,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
903,2014,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
904,2015,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
905,2016,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
906,2017,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
907,2018,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
908,2019,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
909,2020,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
910,2021,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
911,2022,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
912,2023,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
913,2024,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
914,2025,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
915,2026,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
916,2027,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
917,2028,3166,Peach Bottom,0.0,2876.4,2876.4,Delta,PA,39.758936,-76.268742
918,1968,3251,H B Robinson,0.0,0.0,0.0,Hartsville,SC,34.4017,-80.1589
919,1969,3251,H B Robinson,0.0,0.0,0.0,Hartsville,SC,34.4017,-80.1589
920,1970,3251,H B Robinson,0.0,0.0,0.0,Hartsville,SC,34.4017,-80.1589
921,1971,3251,H B Robinson,768.6,768.6,768.6,Hartsville,SC,34.4017,-80.1589
922,1972,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
923,1973,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
924,1974,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
925,1975,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
926,1976,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
927,1977,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
928,1978,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
929,1979,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
930,1980,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
931,1981,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
932,1982,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
933,1983,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
934,1984,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
935,1985,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
936,1986,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
937,1987,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
938,1988,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
939,1989,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
940,1990,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
941,1991,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
942,1992,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
943,1993,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
944,1994,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
945,1995,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
946,1996,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
947,1997,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
948,1998,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
949,1999,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
950,2000,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
951,2001,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
952,2002,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
953,2003,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
954,2004,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
955,2005,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
956,2006,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
957,2007,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
958,2008,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
959,2009,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
960,2010,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
961,2011,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
962,2012,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
963,2013,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
964,2014,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
965,2015,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
966,2016,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
967,2017,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
968,2018,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
969,2019,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
970,2020,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
971,2021,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
972,2022,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
973,2023,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
974,2024,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
975,2025,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
976,2026,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
977,2027,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
978,2028,3251,H B Robinson,0.0,768.6,768.6,Hartsville,SC,34.4017,-80.1589
979,1968,3265,Oconee,0.0,0.0,0.0,Seneca,SC,34.7939,-82.8986
980,1969,3265,Oconee,0.0,0.0,0.0,Seneca,SC,34.7939,-82.8986
981,1970,3265,Oconee,0.0,0.0,0.0,Seneca,SC,34.7939,-82.8986
982,1971,3265,Oconee,0.0,0.0,0.0,Seneca,SC,34.7939,-82.8986
983,1972,3265,Oconee,0.0,0.0,0.0,Seneca,SC,34.7939,-82.8986
984,1973,3265,Oconee,886.7,886.7,886.7,Seneca,SC,34.7939,-82.8986
985,1974,3265,Oconee,886.7,1773.4,1773.4,Seneca,SC,34.7939,-82.8986
986,1974,3265,Oconee,893.3,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
987,1975,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
988,1976,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
989,1977,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
990,1978,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
991,1979,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
992,1980,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
993,1981,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
994,1982,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
995,1983,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
996,1984,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
997,1985,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
998,1986,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
999,1987,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1000,1988,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1001,1989,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1002,1990,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1003,1991,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1004,1992,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1005,1993,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1006,1994,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1007,1995,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1008,1996,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1009,1997,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1010,1998,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1011,1999,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1012,2000,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1013,2001,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1014,2002,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1015,2003,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1016,2004,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1017,2005,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1018,2006,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1019,2007,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1020,2008,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1021,2009,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1022,2010,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1023,2011,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1024,2012,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1025,2013,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1026,2014,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1027,2015,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1028,2016,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1029,2017,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1030,2018,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1031,2019,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1032,2020,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1033,2021,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1034,2022,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1035,2023,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1036,2024,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1037,2025,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1038,2026,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1039,2027,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1040,2028,3265,Oconee,0.0,2666.7,2666.7,Seneca,SC,34.7939,-82.8986
1041,1968,3806,Surry,0.0,0.0,0.0,Surry,VA,37.1661,-76.6986
1042,1969,3806,Surry,0.0,0.0,0.0,Surry,VA,37.1661,-76.6986
1043,1970,3806,Surry,0.0,0.0,0.0,Surry,VA,37.1661,-76.6986
1044,1971,3806,Surry,0.0,0.0,0.0,Surry,VA,37.1661,-76.6986
1045,1972,3806,Surry,847.5,847.5,847.5,Surry,VA,37.1661,-76.6986
1046,1973,3806,Surry,847.5,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1047,1974,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1048,1975,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1049,1976,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1050,1977,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1051,1978,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1052,1979,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1053,1980,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1054,1981,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1055,1982,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1056,1983,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1057,1984,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1058,1985,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1059,1986,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1060,1987,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1061,1988,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1062,1989,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1063,1990,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1064,1991,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1065,1992,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1066,1993,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1067,1994,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1068,1995,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1069,1996,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1070,1997,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1071,1998,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1072,1999,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1073,2000,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1074,2001,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1075,2002,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1076,2003,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1077,2004,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1078,2005,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1079,2006,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1080,2007,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1081,2008,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1082,2009,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1083,2010,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1084,2011,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1085,2012,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1086,2013,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1087,2014,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1088,2015,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1089,2016,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1090,2017,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1091,2018,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1092,2019,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1093,2020,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1094,2021,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1095,2022,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1096,2023,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1097,2024,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1098,2025,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1099,2026,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1100,2027,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1101,2028,3806,Surry,0.0,1695.0,1695.0,Surry,VA,37.1661,-76.6986
1102,1968,4046,Point Beach Nuclear Plant,0.0,0.0,0.0,Two Rivers,WI,44.2806,-87.5369
1103,1969,4046,Point Beach Nuclear Plant,0.0,0.0,0.0,Two Rivers,WI,44.2806,-87.5369
1104,1970,4046,Point Beach Nuclear Plant,643.0,643.0,643.0,Two Rivers,WI,44.2806,-87.5369
1105,1971,4046,Point Beach Nuclear Plant,0.0,643.0,643.0,Two Rivers,WI,44.2806,-87.5369
1106,1972,4046,Point Beach Nuclear Plant,643.0,1286.0,1286.0,Two Rivers,WI,44.2806,-87.5369
1107,1973,4046,Point Beach Nuclear Plant,0.0,1286.0,1286.0,Two Rivers,WI,44.2806,-87.5369
1108,1974,4046,Point Beach Nuclear Plant,0.0,1286.0,1286.0,Two Rivers,WI,44.2806,-87.5369
1109,1975,4046,Point Beach Nuclear Plant,0.0,1286.0,1286.0,Two Rivers,WI,44.2806,-87.5369
1110,1976,4046,Point Beach Nuclear Plant,0.0,1286.0,1286.0,Two Rivers,WI,44.2806,-87.5369
1111,1977,4046,Point Beach Nuclear Plant,0.0,1286.0,1286.0,Two Rivers,WI,44.2806,-87.5369
1112,1978,4046,Point Beach Nuclear Plant,0.0,1286.0,1286.0,Two Rivers,WI,44.2806,-87.5369
1113,1979,4046,Point Beach Nuclear Plant,0.0,1286.0,1286.0,Two Rivers,WI,44.2806,-87.5369
1114,1980,4046,Point Beach Nuclear Plant,0.0,1286.0,1286.0,Two Rivers,WI,44.2806,-87.5369
