,year,plant_code,plant_name,capacity,op_capacity,net_capacity,city,state,latitude,longitude
287,2011,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
288,2012,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
289,2013,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
290,2014,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
291,2015,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
292,2016,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
293,2017,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
294,2018,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
295,2019,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
296,2020,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
297,2021,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
298,2022,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
299,2023,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
300,2024,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
301,2025,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
302,2026,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
303,2027,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
304,2028,566,Millstone,0.0,2162.9,2162.9,Waterford,CT,41.3107,-72.1677
305,1968,621,Turkey Point,0.0,0.0,0.0,Homestead,FL,25.4356,-80.3308
306,1969,621,Turkey Point,0.0,0.0,0.0,Homestead,FL,25.4356,-80.3308
307,1970,621,Turkey Point,0.0,0.0,0.0,Homestead,FL,25.4356,-80.3308
308,1971,621,Turkey Point,0.0,0.0,0.0,Homestead,FL,25.4356,-80.3308
309,1972,621,Turkey Point,877.2,877.2,877.2,Homestead,FL,25.4356,-80.3308
310,1973,621,Turkey Point,760.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
311,1974,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
312,1975,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
313,1976,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
314,1977,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
315,1978,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
316,1979,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
317,1980,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
318,1981,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
319,1982,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
320,1983,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
321,1984,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
322,1985,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
323,1986,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
324,1987,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
325,1988,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
326,1989,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
327,1990,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
328,1991,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
329,1992,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
330,1993,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
331,1994,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
332,1995,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
333,1996,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
334,1997,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
335,1998,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
336,1999,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
337,2000,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
338,2001,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
339,2002,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
340,2003,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
341,2004,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
342,2005,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
343,2006,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
344,2007,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
345,2008,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
346,2009,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
347,2010,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
348,2011,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
349,2012,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
350,2013,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
351,2014,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
352,2015,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
353,2016,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
354,2017,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
355,2018,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
356,2019,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
357,2020,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
358,2021,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
359,2022,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
360,2023,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
361,2024,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
362,2025,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
363,2026,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
364,2027,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
365,2028,621,Turkey Point,0.0,1637.2,1637.2,Homestead,FL,25.4356,-80.3308
366,1968,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
367,1969,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
368,1970,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
369,1971,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
370,1972,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
371,1973,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
372,1974,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
373,1975,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
374,1976,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
375,1977,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
376,1978,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
377,1979,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
378,1980,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
379,1981,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
380,1982,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
381,1983,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
382,1984,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
383,1985,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
384,1986,649,Vogtle,0.0,0.0,0.0,Waynesboro,GA,33.1427,-81.7625
385,1987,649,Vogtle,1160.0,1160.0,1160.0,Waynesboro,GA,33.1427,-81.7625
386,1988,649,Vogtle,0.0,1160.0,1160.0,Waynesboro,GA,33.1427,-81.7625
387,1989,649,Vogtle,1160.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
388,1990,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
389,1991,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
390,1992,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
391,1993,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
392,1994,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
393,1995,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
394,1996,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
395,1997,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
396,1998,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
397,1999,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
398,2000,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
399,2001,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
400,2002,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
401,2003,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
402,2004,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
403,2005,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
404,2006,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
405,2007,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
406,2008,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
407,2009,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
408,2010,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
409,2011,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
410,2012,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
411,2013,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
412,2014,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
413,2015,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
414,2016,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
415,2017,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
416,2018,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
417,2019,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
418,2020,649,Vogtle,0.0,2320.0,2320.0,Waynesboro,GA,33.1427,-81.7625
419,2021,649,Vogtle,1100.0,3420.0,3420.0,Waynesboro,GA,33.1427,-81.7625
420,2022,649,Vogtle,1100.0,4520.0,4520.0,Waynesboro,GA,33.1427,-81.7625
421,2023,649,Vogtle,0.0,4520.0,4520.0,Waynesboro,GA,33.1427,-81.7625
422,2024,649,Vogtle,0.0,4520.0,4520.0,Waynesboro,GA,33.1427,-81.7625
423,2025,649,Vogtle,0.0,4520.0,4520.0,Waynesboro,GA,33.1427,-81.7625
424,2026,649,Vogtle,0.0,4520.0,4520.0,Waynesboro,GA,33.1427,-81.7625
425,2027,649,Vogtle,0.0,4520.0,4520.0,Waynesboro,GA,33.1427,-81.7625
426,2028,649,Vogtle,0.0,4520.0,4520.0,Waynesboro,GA,33.1427,-81.7625
427,1968,869,Dresden Generating Station,0.0,0.0,0.0,Morris,IL,41.39,-88.27
428,1969,869,Dresden Generating Station,0.0,0.0,0.0,Morris,IL,41.39,-88.27
429,1970,869,Dresden Generating Station,1009.3,1009.3,1009.3,Morris,IL,41.39,-88.27
430,1971,869,Dresden Generating Station,1009.3,2018.6,2018.6,Morris,IL,41.39,-88.27
431,1972,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
432,1973,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
433,1974,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
434,1975,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
435,1976,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
436,1977,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
437,1978,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
438,1979,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
439,1980,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
440,1981,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
441,1982,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
442,1983,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
443,1984,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
444,1985,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
445,1986,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
446,1987,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
447,1988,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
448,1989,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
449,1990,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
450,1991,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
451,1992,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
452,1993,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
453,1994,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
454,1995,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
455,1996,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
456,1997,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
457,1998,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
458,1999,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
459,2000,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
460,2001,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
461,2002,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
462,2003,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
463,2004,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
464,2005,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
465,2006,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
466,2007,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
467,2008,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
468,2009,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
469,2010,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
470,2011,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
471,2012,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
472,2013,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
473,2014,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
474,2015,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
475,2016,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
476,2017,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
477,2018,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
478,2019,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
479,2020,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
480,2021,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
481,2022,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
482,2023,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
483,2024,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
484,2025,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
485,2026,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
486,2027,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
487,2028,869,Dresden Generating Station,0.0,2018.6,2018.6,Morris,IL,41.39,-88.27
488,1968,880,Quad Cities Generating Station,0.0,0.0,0.0,Cordova,IL,41.726111,-90.310278
489,1969,880,Quad Cities Generating Station,0.0,0.0,0.0,Cordova,IL,41.726111,-90.310278
490,1970,880,Quad Cities Generating Station,0.0,0.0,0.0,Cordova,IL,41.726111,-90.310278
491,1971,880,Quad Cities Generating Station,0.0,0.0,0.0,Cordova,IL,41.726111,-90.310278
492,1972,880,Quad Cities Generating Station,1009.3,1009.3,1009.3,Cordova,IL,41.726111,-90.310278
493,1972,880,Quad Cities Generating Station,1009.3,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
494,1973,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
495,1974,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
496,1975,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
497,1976,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
498,1977,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
499,1978,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
500,1979,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
501,1980,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
502,1981,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
503,1982,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
504,1983,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
505,1984,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
506,1985,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
507,1986,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
508,1987,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
509,1988,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
510,1989,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
511,1990,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
512,1991,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
513,1992,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
514,1993,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
515,1994,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
516,1995,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
517,1996,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
518,1997,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
519,1998,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
520,1999,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
521,2000,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
522,2001,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
523,2002,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
524,2003,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
525,2004,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
526,2005,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
527,2006,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
528,2007,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
529,2008,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
530,2009,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
531,2010,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
532,2011,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
533,2012,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
534,2013,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
535,2014,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
536,2015,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
537,2016,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
538,2017,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
539,2018,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
540,2019,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
541,2020,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
542,2021,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
543,2022,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
544,2023,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
545,2024,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
546,2025,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
547,2026,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
548,2027,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
549,2028,880,Quad Cities Generating Station,0.0,2018.6,2018.6,Cordova,IL,41.726111,-90.310278
550,1968,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
551,1969,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
552,1970,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
553,1971,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
554,1972,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
555,1973,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
556,1974,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
557,1975,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
558,1976,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
559,1977,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
560,1978,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
561,1979,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
562,1980,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
563,1981,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
564,1982,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
565,1983,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
566,1984,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
567,1985,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
568,1986,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
569,1987,1729,Fermi,0.0,0.0,0.0,Frenchtown Twp,MI,41.9631,-83.2581
