year,plant_code,plant_name,capacity,cum_capacity,city,state,latitude,longitude
2002,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2003,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2004,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2005,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2006,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2007,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2008,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2009,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2010,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2011,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2012,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2013,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2014,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2015,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2016,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2017,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2018,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2019,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2020,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2021,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2022,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2023,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2024,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2025,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2026,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
2027,6051,Edwin I Hatch,0,1721.8,Baxley,GA,31.934200000000001,-82.344700000000003
1975,6000,Donald C Cook,1152,1152,Bridgman,MI,41.975603999999997,-86.565206000000003
1976,6000,Donald C Cook,0,1152,Bridgman,MI,41.975603999999997,-86.565206000000003
1977,6000,Donald C Cook,0,1152,Bridgman,MI,41.975603999999997,-86.565206000000003
1978,6000,Donald C Cook,1133.3,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1979,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1980,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1981,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1982,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1983,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1984,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1985,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1986,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1987,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1988,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1989,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1990,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1991,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1992,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1993,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1994,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1995,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1996,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1997,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1998,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1999,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2000,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2001,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2002,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2003,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2004,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2005,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2006,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2007,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2008,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2009,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2010,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2011,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2012,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2013,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2014,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2015,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2016,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2017,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2018,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2019,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2020,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2021,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2022,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2023,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2024,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2025,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2026,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
2027,6000,Donald C Cook,0,2285.3,Bridgman,MI,41.975603999999997,-86.565206000000003
1985,4270,Waterford 3,1199.8,1199.8,Killona,LA,29.995266999999998,-90.471581
1986,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1987,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1988,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1989,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1990,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1991,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1992,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1993,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1994,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1995,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1996,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1997,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1998,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1999,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2000,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2001,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2002,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2003,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2004,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2005,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2006,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2007,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2008,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2009,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2010,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2011,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2012,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2013,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2014,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2015,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2016,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2017,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2018,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2019,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2020,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2021,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2022,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2023,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2024,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2025,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2026,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
2027,4270,Waterford 3,0,1199.8,Killona,LA,29.995266999999998,-90.471581
1985,6072,Grand Gulf,1440,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1986,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1987,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1988,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1989,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1990,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1991,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1992,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1993,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1994,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1995,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1996,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1997,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1998,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1999,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2000,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2001,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2002,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2003,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2004,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2005,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2006,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2007,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2008,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2009,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2010,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2011,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2012,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2013,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2014,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2015,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2016,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2017,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2018,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2019,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2020,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2021,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2022,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2023,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2024,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2025,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2026,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
2027,6072,Grand Gulf,0,1440,Port Gibson,MS,32.008099999999999,-91.047799999999995
1974,8036,Cooper Nuclear Station,801,801,Brownville,NE,40.3628,-95.640799999999999
1975,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1976,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1977,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1978,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1979,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1980,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1981,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1982,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1983,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1984,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1985,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1986,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1987,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1988,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1989,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1990,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1991,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1992,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1993,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1994,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1995,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1996,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1997,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1998,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1999,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2000,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2001,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2002,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2003,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2004,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2005,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2006,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2007,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2008,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2009,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2010,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2011,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2012,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2013,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2014,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2015,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2016,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2017,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2018,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2019,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2020,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2021,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2022,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2023,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2024,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2025,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2026,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
2027,8036,Cooper Nuclear Station,0,801,Brownville,NE,40.3628,-95.640799999999999
1969,2589,Nine Mile Point Nuclear Station,641.8,641.8,Lycoming,NY,43.521099999999997,-76.41
1970,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1971,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1972,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1973,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1974,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1975,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1976,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1977,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1978,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1979,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1980,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1981,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1982,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1983,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1984,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1985,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1986,2589,Nine Mile Point Nuclear Station,0,641.8,Lycoming,NY,43.521099999999997,-76.41
1987,2589,Nine Mile Point Nuclear Station,1259.3,1901.1,Lycoming,NY,43.521099999999997,-76.41
1988,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1989,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1990,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1991,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1992,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1993,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1994,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1995,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1996,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1997,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1998,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1999,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2000,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2001,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2002,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2003,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2004,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2005,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2006,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2007,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2008,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2009,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2010,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2011,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2012,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2013,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2014,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2015,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2016,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2017,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2018,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2019,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2020,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2021,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2022,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2023,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2024,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2025,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2026,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
2027,2589,Nine Mile Point Nuclear Station,0,1901.1,Lycoming,NY,43.521099999999997,-76.41
1971,1922,Monticello Nuclear Facility,685,685,Monticello,MN,45.333799999999997,-93.849299999999999
1972,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1973,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1974,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1975,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1976,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1977,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1978,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1979,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1980,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1981,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1982,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1983,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1984,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1985,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1986,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1987,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1988,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1989,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1990,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1991,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1992,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
1993,1922,Monticello Nuclear Facility,0,685,Monticello,MN,45.333799999999997,-93.849299999999999
