plant_code,plant_name,latitude,longitude,city,state
54038,Geo East Mesa II,32.7757,-115.2637,Holtville,CA
54041,Lockport Energy Associates LP,43.161947,-78.744971,Lockport,NY
54044,University of Illinois Cogen Facility,41.8675,-87.6524,Chicago,IL
54050,Glines Hydroelectric Project,48.0022,-123.6002,Port Angeles,WA
54051,Elwha Hydroelectric Project,48.0949,-123.5574,Port Angeles,WA
54056,Pawtucket Power Associates,41.861531,-71.406856,Pawtucket,RI
54057,Riverview Energy Systems,42.166106,-83.212903,Riverview,MI
54076,Indeck Olean Energy Center,42.085944,-78.45425,Olean,NY
54081,Spruance Genco LLC,37.4556,-77.4308,Richmond,VA
54085,Androscoggin Mill,44.506273,-70.239474,Jay,ME
54087,International Paper Georgetown Mill,33.360185,-79.302573,Georgetown,SC
54091,Mansfield Mill,32.1575,-93.5562,Mansfield,LA
54096,International Paper Riverdale Mill,32.426016,-86.870912,Selma,AL
54097,International Paper Texarkana Mill,33.2553,-94.0696,Queen City,TX
54098,Kaukauna Paper Mill,44.2826,-88.2534,Kaukauna,WI
54099,Ticonderoga Mill,43.891437,-73.396998,Ticonderoga,NY
54100,International Paper Vicksburg Mill,32.5292,-90.7742,Vicksburg,MS
54101,Georgia-Pacific Cedar Springs,31.166,-85.0951,Cedar Springs,GA
54103,Port Edwards Mill,44.3364,-89.8672,Port Edwards,WI
54104,Ashdown,33.6417,-94.1083,Ashdown,AR
54111,Second Imperial Geothermal,32.7144,-115.5356,Heber,CA
54114,Kennedy International Airport Cogen,40.6417,-73.7778,Jamaica,NY
54123,Mechanic Falls,44.111236,-70.390673,Mechanic Falls,ME
54124,Pittsfield Hydro,44.721371,-69.411992,Burnham,ME
54131,Fortistar North Tonawanda,43.0483,-78.8539,North Tonawanda,NY
54134,Great Lakes Hydro America - ME,45.647179,-68.704368,Millinocket,ME
54142,Hillcrest Pump Station,39.6419,-104.9138,Denver,CO
54148,Hydro Kennebec Project,44.563031,-69.619162,Winslow,ME
54149,Stony Brook Cogen Plant,40.916833,-73.129056,Stony Brook,NY
54201,Iowa State University,42.0275,-93.6394,Ames,IA
54202,Upper Androscoggin,44.087963,-70.212368,Lewiston,ME
54203,Mississippi Baptist Medical Center,32.3133,-90.1797,Jackson,MS
54207,ArcelorMittal Warren,41.2119,-80.8176,Warren,OH
54210,American Crystal Sugar Hillsboro,47.437562,-97.06311,Hillsboro,ND
54211,American Crystal Sugar Moorhead,46.9026,-96.76112,Moorhead,MN
54212,American Crystal Sugar Crookston,47.76468,-96.633375,Crookston,MN
54213,American Crystal Sugar Drayton,48.593158,-97.17608,Drayton,ND
54214,American Crystal Sugar East Grand Forks,47.927202,-97.007153,East Grand Forks,MN
54216,U S Alliance Coosa Pines,33.328107,-86.356825,Coosa Pines,AL
54219,Burney Mountain Power,40.909483,-121.640368,Burney,CA
54221,Blanco Compressor Station,36.731111,-107.962778,Bloomfield,NM
54224,Franklin Heating Station,44.020576,-92.465599,Rochester,MN
54225,Gillette SBMC,42.3436,-71.0559,Boston,MA
54228,Erving Paper Mills,42.5983,-72.3875,Erving,MA
54236,Pfizer Groton Plant,41.3315,-72.0786,Groton,CT
54238,Stockton Biomass,37.943633,-121.330433,Stockton,CA
54239,Naval Submarine Base Kings Bay,30.7917,-81.5333,Kings Bay,GA
54240,Louisiana Tech University Power Plant,32.5256,-92.6497,Ruston,LA
54242,Alvarado Hydro Facility,32.7814,-117.0411,San Diego,CA
54249,Smith Falls Hydro Project,48.959547,-116.557375,Porthill,ID
54250,Newman (PA),40.013993,-75.05283,Philadelphia,PA
54251,Opal Springs Hydro,44.49004,-121.298812,Culver,OR
54258,Westwind Trust,33.9683,-116.5347,North Palm Springs,CA
54261,Warm Springs Hydro Project,38.722141,-123.011188,Geyserville,CA
54262,Saint Marys Hospital Power Plant,44.09785,-92.479815,Rochester,MN
54265,Akron Recycle Energy Plant,41.073336,-81.530642,Akron,OH
54267,Koma Kulshan Associates,48.680178,-121.723294,Concrete,WA
54268,March Point Cogeneration,48.4708,-122.56,Anacortes,WA
54271,Saguaro Power,36.0417,-115.0117,Henderson,NV
54276,Univ of NC Chapel Hill Cogen Facility,35.9069,-79.0617,Chapel Hill,NC
54281,Interstate Paper LLC Riceboro,31.741629,-81.407856,Riceboro,GA
54283,Lee Creek Water Treatment Facility,35.484488,-94.392858,Van Buren,AR
54285,Hastings City Hydroelectric,44.760249,-92.867743,Hastings,MN
54286,Rolls Royce,39.7398,-86.2118,Indianapolis,IN
54290,Inforum,33.7533,-84.3889,Atlanta,GA
54291,Sherwin Alumina,27.883588,-97.26097,Corpus Christi,TX
54294,West Group Data Center,44.8256,-93.1139,Eagan,MN
54296,Biola University,33.906953,-118.013105,La Mirada,CA
54298,Coram Energy LLC (ECT),35.0583,-118.3417,Tehachapi,CA
54299,Coram Energy LLC,35.075,-118.3417,Tehachapi,CA
54300,CTV Power Purchase Contract Trust,35.0583,-118.3083,Tehachapi,CA
54301,Colebrook Hydroelectric,42.007778,-73.0356,Colebrook,CT
54302,Goodwin Hydroelectric,41.988611,-73.0194,W. Hartland,CT
54304,Birchwood Power,38.2667,-77.3147,King George,VA
54305,Westward Seafoods,53.858508,-166.55288,Dutch Harbor,AK
54306,Wilson Lake Hydroelectric Project,42.628889,-114.174722,Eden,ID
54308,Three Forks Water Power Project,40.199822,-123.523145,Zenia,CA
54310,Galesburg,40.9,-90.3333,Galesburg,IL
54311,Archer Daniels Midland Little Rock,34.7,-92.199722,Little Rock,AR
54312,Archer Daniels Midland Taylorville,39.599722,-89.3,Taylorville,IL
54316,Archer Daniels Midland Southport,33.9397,-77.9905,Southport,NC
54318,General Chemical,41.5933,-109.7542,Green River,WY
54321,Goodyear Beaumont Chemical Plant,29.9728,-94.2142,Beaumont,TX
54322,Sibley Mill,33.487881,-81.99252,Augusta,GA
54323,CNN Center,33.759167,-84.395,Atlanta,GA
54324,Ocean State Power II,42.0099,-71.6701,Harrisville,RI
54327,Toyon Power Station,34.1717,-118.3792,Los Angeles,CA
54330,Westhollow Technology Center,29.726017,-95.638249,Houston,TX
54333,Bucknell University,40.955015,-76.878843,Lewisburg,PA
54335,Morton Salt Rittman,40.9692,-81.7756,Rittman,OH
54337,NRG Energy San Diego,32.7149,-117.1689,San Diego,CA
54338,Rio Grande Valley Sugar Growers,26.269683,-97.867012,Santa Rosa,TX
54340,Norway Point Hydropower Project,45.1025,-83.5189,Alpena,MI
54341,Four Mile Hydropower Project,45.0933,-83.5025,Alpena,MI
54342,Ninth Street Hydropower Project,45.0717,-83.4381,Alpena,MI
54343,Terminus Hydroelectric Project,36.4156,-119.0069,Lemon Cove,CA
54347,Howard F Curren Advncd Wastewater Plant,27.9389,-82.4389,Tampa,FL
54349,Nevada Cogen Associates 2 Black Mountain,36.2253,-114.8783,Las Vegas,NV
54350,Nevada Cogen Assoc#1 GarnetVly,36.343229,-114.920686,Las Vegas,NV
54355,Chace Mill Winooski One,44.49,-73.1875,Winooski,VT
54358,International Paper Augusta Mill,33.328259,-81.953078,Augusta,GA
54360,PPG Industries Works 14,39.7703,-88.8697,Decatur,IL
54363,PPG Industries Shelby NC Works,35.3264,-81.6292,Shelby,NC
54364,PPG Industries Works 4,34.003489,-98.553539,Wichita Falls,TX
54365,Orange Cogeneration Facility,27.87082,-81.825061,Bartow,FL
54371,Oildale Energy LLC,35.417,-119.0102,Bakersfield,CA
54372,University of Colorado,40.00759,-105.269204,Boulder,CO
54373,Southbridge Energy Center LLC,42.0736,-72.0219,Southbridge,MA
54374,Sinclair Oil Refinery,41.77952,-107.10972,Sinclair,WY
54384,EHC West Hopkinton,43.1897,-71.7483,West Hopkinton,NH
54385,Kinneytown New Old,41.3686,-73.0856,Seymour,CT
54386,Little Wood Hydro Project,43.425228,-114.025597,Carey,ID
54387,Weeks Falls,47.43348,-121.6483,North Bend,WA
54390,Kamaoa Wind Farm,18.992222,-155.668056,Ka'u,HI
54391,Alice Falls Hydro Project,44.519153,-73.464752,Keeseville,NY
54392,BJ Gas Recovery,33.93,-84.2378,Norcross,GA
54394,Dry Creek Project,44.027444,-112.719439,Howe,ID
54395,Stillwater Hydro Electric Project,42.937465,-73.654393,Stillwater,NY
54406,Capitol Heat and Power,43.078512,-89.377261,Madison,WI
54407,Waupun Correctional Central Heating Plt,43.6233,-88.7297,Waupun,WI
54408,UW Madison Charter Street Plant,43.07,-89.4006,Madison,WI
54409,Dartmouth College Heating Plant,43.701916,-72.286735,Hanover,NH
54410,Western Power & Steam Inc,35.440539,-119.012861,Bakerfield,CA
54414,John Deere Dubuque Works,42.5734,-90.6926,Dubuque,IA
54415,Cadillac Renewable Energy,44.26169,-85.435224,Cadilliac,MI
54418,Rollinsford,43.236111,-70.817222,Rollinsford,NH
54422,Unisea G 2,53.8796,-166.5532,Dutch Harbor,AK
54423,Quantum Lake Power LP,28.9158,-81.676,Umatilla,FL
54424,Quantum Pasco Power LP,28.374622,-82.188887,Dade City,FL
54426,Mulberry Cogeneration Facility,27.8489,-81.8775,Bartow,FL
54427,Gaylord Container Bogalusa,30.7811,-89.8575,Bogalusa,LA
54429,Alabama Pine Pulp,31.5825,-87.4889,Perdue Hill,AL
54430,Jackson Mill,30.364444,-81.629722,,FL
54447,Welport Lease Project,35.354444,-119.6617,McKittrick,CA
54449,Dome Project,35.220833,-119.583056,Fellows,CA
54451,Los Angeles Refinery Wilmington,33.7686,-118.2867,Wilmington,CA
54452,Agrium Kenai Nitrogen Operations,60.6732,-151.3784,Kenai,AK
54453,EDF Renewable Windfarm V Inc,38.1167,-121.8333,Birds Landing,CA
54454,San Gorgonio Windplant WPP1993,33.9228,-116.5422,North Palm Springs,CA
54457,Hewlett Packard Alpharetta,34.0864,-84.2677,Alpharetta,GA
54458,Benedum Plant,31.3403,-101.7653,Midkiff,TX
54459,Midkiff Plant,31.645833,-101.766389,Midkiff,TX
54462,Graniteville Enterprise Division,33.477027,-81.982732,Augusta,GA
54464,Riverwood International Macon Mill,32.7714,-83.6281,Macon,GA
54466,Orlando Cogen LP,28.442623,-81.412343,Orlando,FL
54468,Mt Lassen Power,40.2969,-121.0178,Westwood,CA
54469,Pacific Oroville Power Inc,39.480419,-121.565663,Oroville,CA
54471,Mascoma Hydro,43.633373,-72.317162,W. Lebanon,NH
54472,Simplot Phosphates,41.5417,-109.1328,Rock Springs,WY
54476,Sumas Power Plant,48.9905,-122.2733,Sumas,WA
54477,Oroville Cogeneration LP,39.492,-121.5628,Oroville,CA
54512,Domino Sugar Arabi Plant,29.9468,-90.0018,Arabi,LA
54513,WestRock (IL),41.7697,-88.28,Aurora,IL
54514,Blind Canyon Hydro,42.69984,-114.822603,Wendell,ID
54515,Crotched Mountain Rehabilitation Center,42.971653,-71.87268,Greenfield,NH
54517,Sierra Pacific Sonora,37.966389,-120.317777,Standard,CA
54518,Formosa Plastics,30.4992,-91.1872,Baton Rouge,LA
54520,Village Creek Water Reclamation Facility,32.775093,-97.14209,Arlington,TX
54523,Hoffer Plastics,41.998889,-88.302222,South Elgin,IL
54524,Horseshoe Bend Hydroelectric Co,43.904085,-116.244193,Horseshoe Bend,ID
54525,Kankakee Hydro Facility,41.1128,-87.8681,Kankakee,IL
54526,ReEnergy Lyonsdale Biomass,43.617965,-75.305443,Lyons Falls,NY
54529,Wheelabrator Ridge Energy,28.0274,-81.8475,Auburndale,FL
54531,Stingray Facility,29.7614,-93.6086,Cameron,LA
54533,Southern Minnesota Beet Sugar,44.796405,-95.179787,Renville,MN
54534,St Josephs Hospital,27.9828,-82.4919,Tampa,FL
54536,Sumpter Energy Associates,42.1781,-83.4853,Belleville,MI
54537,Ferndale Generating Station,48.828813,-122.686667,Ferndale,WA
54538,Hartwell Energy Facility,34.339588,-82.819871,Hartwell,GA
54539,Venice Resources Gas Recovery,42.985,-83.9764,Lennon,MI
54540,Charter Dura-Bar,42.2891,-88.413,Woodstock,IL
54547,Sithe Independence Station,43.495,-76.4511,Oswego,NY
54548,Longfalls Facility,43.980806,-75.624677,West Carthage,NY
54549,Granger Electric Generating Station #1,42.772888,-84.52367,Lansing,MI
54550,ExxonMobil Mobile Bay Onshore,30.43203,-88.18241,Theodore,AL
54554,Spicer Meadow Project,38.3914,-120.0008,Murphys,CA
54555,Collierville Powerhouse,38.144636,-120.380497,Murphys,CA
54556,Ingredion Incorporated,41.7775,-87.8233,Bedford Park,IL
54558,Hazelton B Hydro,42.6051,-114.093,Hazelton,ID
54561,Jefferson Smurfit Santa Clara Mill,37.368153,-121.943607,Santa Clara,CA
54562,Longview Fibre,46.103887,-122.918429,Longview,WA
54564,General Mills Inc,42.870968,-78.875549,Buffalo,NY
54566,YKK USA Chestney,32.8061,-83.5456,Macon,GA
54567,MM Yolo Power,38.596283,-121.687518,Woodland,CA
54569,Bayville Central Facility,39.909424,-74.178041,Bayville,NJ
54572,Lochmere Hydroelectric Plant,43.473238,-71.533623,Lochmere,NH
54573,Wappinger Falls Hydroelectric,41.598395,-73.922036,Wappinger Falls,NY
54574,Saranac Facility,44.7132,-73.4557,Plattsburgh,NY
54578,Glenns Ferry Cogen Facility,42.953989,-115.293739,Glenns Ferry,ID
54579,Rupert Cogen Project,42.6056,-113.6839,Rupert,ID
54580,Curtis Palmer Hydroelectric,43.2469,-73.8281,Corinth,NY
54586,Tanner Street Generation,42.632124,-71.313235,Lowell,MA
54587,Lincoln Paper & Tissue,45.3669,-68.5106,Lincoln,ME
54592,Massena Energy Facility,44.9503,-74.8928,Massena,NY
54593,Batavia Power Plant,42.9828,-78.1592,Batavia,NY
54594,University of Arizona - Biosphere 2,32.578011,-110.852608,Oracle,AZ
54604,Warner Lambert,42.299332,-83.705318,Ann Arbor,MI
54605,Pratt & Whitney,41.748327,-72.636693,East Hartford,CT
54606,University of Texas at San Antonio,29.5889,-98.6139,San Antonio,TX
54607,University of Texas at Dallas,32.9883,-96.7489,Richardson,TX
54618,Ingredion Winston Salem,36.033761,-80.227404,Winston-Salem,NC
54620,Pinetree Power Fitchburg,42.5428,-71.8528,Westminster,MA
54623,Central District Wastewater Treat Plant,25.748565,-80.152791,Miami,FL
54624,South District Wastewater Treatment Plt,25.549834,-80.336253,Miami,FL
54625,Covanta Plymouth Renewable Energy,40.0967,-75.3103,Conshohocken,PA
54626,Mt Poso Cogeneration,35.576323,-119.006245,Bakersfield,CA
54627,Okeelanta Cogeneration,26.5769,-80.7469,South Bay,FL
54628,Phelps Dodge Refining,31.764458,-106.391314,El Paso,TX
54630,American Gypsum Cogeneration,39.648565,-106.949394,Gypsum,CO
54634,St Nicholas Cogen Project,40.8222,-76.1736,Shenandoah,PA
54637,JCO Oxides Olefins Plant,29.963502,-93.929737,Port Neeches,TX
54638,Johnsonburg Mill,41.491466,-78.675759,Johnsonburg,PA
54639,Berlin Gorham,44.3889,-71.1645,Berlin,NH
54640,NAEA Lakewood LLC,40.0613,-74.1686,Lakewood,NJ
54646,Kalaeloa Cogen Plant,21.302106,-158.096318,Kapolei,HI
54647,TPC Windfarms LLC,35.05,-118.2572,Mojave,CA
54650,Swanmill Windfarm I,33.9211,-116.5642,N. Palm Springs,CA
54653,Kanaka,39.558897,-121.296117,Oroville,CA
54654,Kekawaka Power House,40.0941,-123.508983,Mirinda-95553,CA
54655,Schoolfield Dam,36.576778,-79.432503,Danville,VA
54656,International Paper Riegelwood Mill,34.3533,-78.2137,Riegelwood,NC
54658,Quantum Auburndale Power LP,28.0542,-81.8058,Auburndale,FL
54659,Kankakee Gas Recovery,41.0333,-87.8678,Chebanse,IL
54661,Pheasant Run Landfill Gas Recovery,42.5825,-88.0436,Bristol,WI
54662,Woodland Landfill Gas Recovery,41.981004,-88.27452,South Elgin,IL
54663,Turnkey Landfill Gas Recovery,43.241555,-70.966404,Rochester,NH
54665,Steamboat II,39.3951,-119.7471,Reno,NV
54666,Steamboat III,39.3951,-119.7471,Reno,NV
54667,Chino Mines,32.6956,-108.1225,Hurley,NM
54668,Falls River Hydro,44.0597,-111.3535,Ashton,ID
54674,Ford Hydro LP,46.383828,-115.949338,Weippe,ID
54675,Spartanburg Water System,35.1103,-81.9675,Chesnee,SC
54676,Oyster Creek Unit VIII,28.9802,-95.342,Freeport,TX
54677,CII Carbon LLC,29.9327,-89.9782,Chalmette,LA
54678,Sidney A Murray Jr Hydroelectric,31.088011,-91.618853,Vidalia,LA
54679,Boulder City Lakewood Hydro,40.0111,-105.3347,Boulder,CO
54680,Boulder City Betasso Hydro Plant,40.0111,-105.3347,Boulder,CO
54681,Difwind Farms Ltd I,33.9603,-116.5364,Palm Springs,CA
54682,Difwind Farms Ltd II,33.9603,-116.5364,Palm Springs,CA
54685,Difwind Farms Ltd V,33.9211,-116.5642,Palm Springs,CA
54686,Difwind Farms Ltd VI,35.0506,-118.1714,Mojave,CA
54687,Difwind Farms Ltd VIII,35.0506,-118.1714,Mojave,CA
54688,Thundermist Hydro,41.99897,-71.517434,Providence,RI
54689,Heber Geothermal,32.7146,-115.518,Heber,CA
54690,Amalgamated Sugar LLC Nampa,43.6058,-116.5753,Nampa,ID
54691,Lower Beaver Falls Project,43.884444,-75.430556,Beaver Falls,NY
54693,York Generation Company LLC,39.985641,-76.676158,York,PA
54694,Yuma Cogeneration Associates,32.728822,-114.654053,Yuma,AZ
54700,Metro Methane Recovery Facility,41.598889,-93.355,Mitchellville,IA
54705,Toca Plant,29.8667,-89.8261,St. Bernard,LA
54707,Hunterdon Cogen Facility,40.627823,-74.935979,Clinton,NJ
54710,Alliant SBD 9205 A Y McDonald,42.490556,-90.745,Dubuque,IA
54712,Alliant SBD 9201 Norplex,43.0906,-91.5542,Postville,IA
54713,Alliant SBD 8603 Donnelley,42.025,-93.441666,Nevada,IA
54714,Alliant SBD 8501 Aegon LI,42.02425,-91.70405,Cedar Rapids,IA
54715,Alliant SBD 9107 JBS USA,42.056,-92.8971,Marshalltown,IA
54716,Alliant SBD 8602 Marion Sub,42.0289,-91.5975,Marion,IA
54717,Alliant SBD 9106 Rockwell CR,42.0356,-91.6458,Cedar Rapids,IA
54718,Alliant SBD 9206 Donaldson,43.3744,-92.1331,Cresco,IA
54719,Alliant SBD 9203 Profol,41.935,-91.6361,Cedar Rapids,IA
54720,Alliant SBD 8601 Quad Graphics,41.7958,-92.0592,Marengo,IA
54721,Warm Springs Power Enterprises,44.724242,-121.247729,Warm Springs,OR
54723,I 95 Landfill Phase II,38.6892,-77.2375,Lorton,VA
54724,Ormesa II,32.7881,-115.2481,Holtville,CA
54729,Taylor Draw Hydroelectric Facility,40.106269,-108.711161,Rangely,CO
54730,Shell Offshore Yellowhammer,30.403538,-88.12833,Coden,AL
54731,Hendricks Regional Health,39.76,-86.5144,Danville,IN
54734,Freeport McMoRan,32.66176,-108.3628,Tyrone,NM
54735,Alliant SBD 9301 Prairie Farms,42.53,-90.6847,Dubuque,IA
54743,District 100 Transco Gas Pipe Line,32.668889,-86.72,Billingsly,AL
54744,District 70 Transco Gas Pipe Line,31.24793,-90.19914,Tylertown,MS
54746,Wheelabrator Falls,40.162633,-74.768164,Morrisville,PA
54748,Port Neches Plant,29.97876,-93.952294,Port Neches,TX
54749,Goal Line LP,33.1185,-117.0995,Escondido,CA
54750,Coram Tehachapi,35.0663,-118.339444,Tehachapi,CA
54751,Genesee Power Station LP,43.08511,-83.669386,Flint,MI
54752,Weyerhaeuser Pine Hill Operations,31.9698,-87.4806,Pine Hill,AL
54753,Lateral 10 Ventures,42.647376,-114.89031,Buhl,ID
54755,Roanoke Valley Energy Facility II,36.4364,-77.6167,Weldon,NC
54756,Ottawa Generating Station,43.047306,-85.956173,Coopersville,MI
54757,Grand Blanc Generating Station,42.908815,-83.725085,Grand Blanc,MI
54758,Wheelabrator Lisbon,41.584429,-72.041629,Lisbon,CT
54761,Hermiston Generating Plant,45.8042,-119.37,Hermiston,OR
54763,Rock-Tenn Mill,32.4541,-87.9759,Demopolis,AL
54766,Boydton Plank Road Cogen Plant,37.193584,-77.467185,Petersburg,VA
54768,Live Oak Cogen,35.4837,-119.0298,Bakersfield,CA
54769,NYU Lutheran Medical Center,40.6467,-74.0211,New York City,NY
54772,South Glens Falls Hydroelectric,43.304413,-73.63993,South Glens Falls,NY
54775,University of Iowa Main Power Plant,41.6572,-91.54,Iowa City,IA
54779,Oklahoma State University,36.1261,-97.07,Stillwater,OK
54780,University of Illinois Abbott Power Plt,40.105169,-88.241528,Champaign,IL
54781,Suffolk Energy Partners LP,36.7589,-76.4961,Suffolk,VA
54782,Seneca Energy,42.9281,-76.8408,Seneca Falls,NY
54785,Grays Ferry Cogeneration,39.942219,-75.188069,Philadelphia,PA
54788,Evanston Township High School,42.044038,-87.699556,Evanston,IL
54789,Georgia-Pacific Brewton Mill,31.077,-87.1116,Brewton,AL
54790,CSL Behring LLC,41.1603,-87.8542,Bradley,IL
54793,Storm Lake 1,42.6878,-95.405,Alta,IA
54794,Buffalo Ridge Windplant WPP 1993,44.216812,-96.237148,Tyler,MN
54795,Domino Sugar Baltimore,39.2744,-76.5956,Baltimore,MD
54800,Saint Agnes Medical Center,36.8347,-119.7667,Fresno,CA
54801,Avalon/Mayo Hydropower,36.423715,-79.952494,Mayodan,NC
54802,Mead Coated Board,32.1761,-85.0272,Mahrt,AL
54803,Plymouth State College Cogeneration,43.7644,-71.6881,Plymouth,NH
54805,Milford Power LP,42.129361,-71.511496,Milford,MA
54808,New York University Central Plant,40.7899,-73.9233,New York,NY
54809,University of Washington Power Plant,47.6539,-122.3036,Seattle,WA
54812,Mile 28 Water Power Project,42.740139,-114.161173,Eden,ID
54813,Shepherd Center,33.8111,-84.3928,Atlanta,GA
54814,Milagro Cogeneration Plant,36.7367,-107.9417,Bloomfield,NM
54816,Riverwood 100 Building,33.8775,-84.4603,Atlanta,GA
54817,Johnson County,32.3994,-97.4078,Cleburne,TX
54818,191 Peachtree Tower,33.7583,-84.3869,Atlanta,GA
54823,Smithfield Farmland Corp Bladen,34.74625,-78.807292,Tar Heel,NC
54827,Wailuku River Hydroelectric,19.712994,-155.14857,Hilo,HI
54829,Bristol Myers Squibb New Brunswick,40.475724,-74.446199,New Brunswick,NJ
54830,Dekalb Medical Center,33.7919,-84.2831,Decatur,GA
54832,Brandywine Power Facility,38.6681,-76.8678,Brandywine,MD
54834,Fort Greely Power Plant,63.973572,-145.716581,Delta Jct,AK
54835,Evonik Industries AG,40.387242,-86.939136,Lafayette,IN
54839,Valdosta Water Treatment Plant,30.9136,-83.2529,Valdosta,GA
54841,Thiele Kaolin Sandersville,32.9708,-82.8028,Sandersville,GA
54842,Outagamie County Co-Generation Facility,44.2869,-88.3339,Appleton,WI
54844,Gordonsville Energy LP,38.124688,-78.203543,Gordonsville,VA
54845,Sun Trust Plaza,33.7625,-84.3872,Atlanta,GA
54848,South Georgia Medical Center,30.8625,-83.2894,Valdosta,GA
54849,Thiele Kaolin Reedy Creek,33.2708,-82.4569,Wrens,GA
54850,Cox Waste to Energy,37.3208,-85.3611,Campbellsville,KY
54851,MMSD Jones Island Wastewater,43.0214,-87.9014,Milwaukee,WI
54852,Greenville Steam,45.4542,-69.61,Greenville,ME
54854,Sun Peak Generating Station,36.1375,-115.0339,Las Vegas,NV
54855,Mars Snackfood US,41.91708,-87.79218,Chicago,IL
54857,Niagara Mill,45.7725,-87.9936,Niagara,WI
54858,Southwestern Bell Telephone,38.627566,-90.193377,St. Louis,MO
54860,Black Creek,47.534465,-121.702596,Bellingham,WA
54863,Bassett Medical Center,42.6944,-74.9242,Cooperstown,NY
54865,Phoenix Hydro Project,43.227058,-76.302137,Phoenix,NY
54867,Neenah Paper Munising Mill,46.4094,-86.6443,Munising,MI
54872,Milstead,33.689362,-83.990333,Conyers,GA
54877,Atlanta Gift Mart LP,33.7611,-84.3892,Atlanta,GA
54878,Dunn Paper,44.336358,-75.50274,Gouverneur,NY
54880,Kamin LLC Wrens Plant,33.273835,-82.407813,Wrens,GA
54882,CenturyLink Regional HQ,36.0205,-78.516,Wake Forest,NC
54885,Kimberly Mill,44.2769,-88.3344,Appleton,WI
54886,Presence Saint Mary of Nazareth Hospital,41.9031,-87.6831,Chicago,IL
54887,DSM Pharmaceuticals,35.665961,-77.35744,Greenville,NC
54890,Peoples Generating Station,43.27975,-83.865066,Ann Arbor,MI
54894,Narrows (NC),35.4189,-80.0917,Badin,NC
54895,Falls Hydro,35.3944,-80.0753,Badin,NC
54896,High Rock Hydro,35.6008,-80.2339,Denton,NC
54897,Tuckertown Hydro,35.4856,-80.1758,New London,NC
54898,Santeetlah,35.4475,-83.863889,Robbinsville,NC
54899,Cheoah,35.4478,-83.9383,Tapoco,NC
54900,Calderwood,35.4923,-83.9806,Tallassee,TN
54901,Chilhowee,35.5453,-84.0503,Tallassee,TN
54903,Adrian Energy Associates LLC,41.8992,-84.0411,Adrian,MI
54906,Georgia Pacific Center,33.757513,-84.386871,Atlanta,GA
54907,Mass Inst Tech Cntrl Utilities/Cogen Plt,42.360986,-71.093876,Cambridge,MA
54908,Enderlin,46.6144,-97.5765,Enderlin,ND
54909,Tehachapi Wind Resource II,35.1061,-118.3114,Tehachapi,CA
54910,Brent Run Generating Station,43.17642,-83.847974,Montrose,MI
54912,Martinez Refining,38.0169,-122.1117,Martinez,CA
54913,Anheuser-Busch Newark Brewery,40.735833,-74.173055,Newark,NJ
54914,Brooklyn Navy Yard Cogeneration,40.699357,-73.976392,Brooklyn,NY
54915,Michigan Power LP,43.9375,-86.425,Ludington,MI
54918,Ergon Refining Vicksburg,32.388271,-90.908344,Vicksburg,MS
54924,General Mills West Chicago,41.8794,-88.22,West Chicago,IL
54925,Twin Bridges LFGTE,39.744983,-86.494658,Danville,IN
54926,Prairie View I & II LFGTE,41.4936,-86.1658,Wyatt,IN
54927,Grand Isle Gas Plant / Treating Station,29.252062,-89.9721,Grand Isle,LA
54929,Alliant SBD 9403 Aegon DC,41.9167,-91.6542,Cedar Rapids,IA
54930,Alliant SBD 9402 Climax,40.58415,-91.42453,Ft. Madison,IA
54931,Ridgetop,35.0697,-118.3167,Mojave,CA
54932,Panduit Tinley Park,41.5776,-87.7704,Tinley Park,IL
54933,Mondelez Global LLC,42.3156,-89.0356,Rockford,IL
54934,Keystone Recovery,41.436308,-75.598437,Throop,PA
54935,Harford Waste to Energy Facility,39.403936,-76.317161,Joppa,MD
54936,Richard J Donovan Correctional Facility,32.583571,-116.930907,San Diego,CA
54937,Wellesley College Central Utility Plant,42.293927,-71.308111,Wellesley,MA
54939,EKS Landfill,44.7806,-93.3094,Burnsville,MN
54945,CT Resource Rec Authority Facility,41.750521,-72.652982,Hartford,CT
54950,Univ of Oregon Central Power Station,44.048333,-123.073889,Eugene,OR
54951,Monterey Regional Water Cogen Facility,36.7056,-121.7714,Marina,CA
54953,Hudson Falls Hydroelectric Project,43.2958,-73.5956,South Glens Falls,NY
54956,Deercroft I & II LFGTE,41.6514,-86.9036,Michigan City,IN
54962,ExxonMobil Hawkins Gas Plant,32.607778,-95.206388,Hawkins,TX
54965,Cargill Salt,42.8183,-82.4856,St. Clair,MI
54967,Alliant SBD 9302 Aegon NP,42.0264,-91.7042,Cedar Rapids,IA
54968,Alliant SBD 9502 Eaton,42.83815,-93.60325,Belmond,IA
54969,Dixon Hydroelectric Dam,41.845306,-89.481286,Dixon,IL
54974,Sauder Power Plant,41.515211,-84.293549,Archbold,OH
54975,New Mexico State University,32.164818,-106.451281,Las Cruces,NM
54979,Big Spring Wind Power Facility,32.2075,-101.388333,Big Spring,TX
54980,Ocean County Landfill,40.0081,-74.3306,Manchester,NJ
54981,Harris Energy Realty,42.205236,-72.592862,Holyoke,MA
54984,Salem Energy Systems LLC,36.191241,-80.183458,Winston-Salem,NC
54985,Crestwood Dothan,31.262356,-85.402737,Dothan,AL
